user_id,group,satisfaction_score
user_005294,treatment,50.4
user_005295,treatment,78.48
user_005296,treatment,69.33
user_005297,treatment,78.41
user_005298,treatment,48.46
user_005299,treatment,79.32
user_005300,treatment,46.81
user_005301,treatment,90.8
user_005302,treatment,83.72
user_005303,treatment,73.72
user_005304,treatment,84.23
user_005305,treatment,64.97
user_005306,treatment,78.1
user_005307,treatment,87.13
user_005308,treatment,38.52
user_005309,treatment,71.61
user_005310,treatment,76.92
user_005311,treatment,74.75
user_005312,treatment,95.41
user_005313,treatment,63.15
user_005314,treatment,69.44
user_005315,treatment,53.25
user_005316,treatment,96.08
user_005317,treatment,74.12
user_005318,treatment,71.72
user_005319,treatment,76.54
user_005320,treatment,85.15
user_005321,treatment,81.54
user_005322,treatment,110.3
user_005323,treatment,82.87
user_005324,treatment,71.38
user_005325,treatment,70.18
user_005326,treatment,72.29
user_005327,treatment,58.43
user_005328,treatment,77.7
user_005329,treatment,86.99
user_005330,treatment,69.53
user_005331,treatment,67.11
user_005332,treatment,96.15
user_005333,treatment,59.37
user_005334,treatment,51.35
user_005335,treatment,62.79
user_005336,treatment,57.94
user_005337,treatment,82.03
user_005338,treatment,72.69
user_005339,treatment,74.45
user_005340,treatment,91.61
user_005341,treatment,68.56
user_005342,treatment,86.89
user_005343,treatment,96.09
user_005344,treatment,71.5
user_005345,treatment,86.41
user_005346,treatment,74.18
user_005347,treatment,88.75
user_005348,treatment,57.56
user_005349,treatment,56.63
user_005350,treatment,72.31
user_005351,treatment,66.09
user_005352,treatment,70.74
user_005353,treatment,74.46
user_005354,treatment,86.2
user_005355,treatment,72.1
user_005356,treatment,66.9
user_005357,treatment,72.81
user_005358,treatment,67.59
user_005359,treatment,65.52
user_005360,treatment,57.04
user_005361,treatment,78.07
user_005362,treatment,70.09
user_005363,treatment,89.28
user_005364,treatment,59.11
user_005365,treatment,70.42
user_005366,treatment,99.86
user_005367,treatment,65.45
user_005368,treatment,74.24
user_005369,treatment,62.0
user_005370,treatment,60.34
user_005371,treatment,96.54
user_005372,treatment,79.34
user_005373,treatment,78.87
user_005374,treatment,56.0
user_005375,treatment,81.68
user_005376,treatment,91.67
user_005377,treatment,91.57
user_005378,treatment,85.55
user_005379,treatment,63.08
user_005380,treatment,81.11
user_005381,treatment,85.54
user_005382,treatment,54.77
user_005383,treatment,63.18
user_005384,treatment,88.3
user_005385,treatment,88.15
user_005386,treatment,57.84
user_005387,treatment,87.14
user_005388,treatment,78.39
user_005389,treatment,86.96
user_005390,treatment,69.27
user_005391,treatment,85.26
user_005392,treatment,87.75
user_005393,treatment,72.81
user_005394,treatment,77.42
user_005395,treatment,69.09
user_005396,treatment,97.85
user_005397,treatment,75.7
user_005398,treatment,65.67
user_005399,treatment,68.25
user_005400,treatment,78.78
user_005401,treatment,86.62
user_005402,treatment,60.5
user_005403,treatment,100.3
user_005404,treatment,81.06
user_005405,treatment,83.03
user_005406,treatment,75.99
user_005407,treatment,77.44
user_005408,treatment,75.35
user_005409,treatment,89.92
user_005410,treatment,77.1
user_005411,treatment,86.79
user_005412,treatment,71.78
user_005413,treatment,79.65
user_005414,treatment,67.15
user_005415,treatment,92.41
user_005416,treatment,66.78
user_005417,treatment,73.14
user_005418,treatment,73.26
user_005419,treatment,72.78
user_005420,treatment,86.23
user_005421,treatment,73.24
user_005422,treatment,94.62
user_005423,treatment,66.97
user_005424,treatment,79.32
user_005425,treatment,67.5
user_005426,treatment,82.46
user_005427,treatment,77.0
user_005428,treatment,75.26
user_005429,treatment,92.06
user_005430,treatment,69.02
user_005431,treatment,84.53
user_005432,treatment,67.59
user_005433,treatment,78.61
user_005434,treatment,62.26
user_005435,treatment,68.92
user_005436,treatment,76.17
user_005437,treatment,99.88
user_005438,treatment,78.46
user_005439,treatment,97.88
user_005440,treatment,79.95
user_005441,treatment,72.36
user_005442,treatment,96.44
user_005443,treatment,82.66
user_005444,treatment,69.17
user_005445,treatment,83.08
user_005446,treatment,73.54
user_005447,treatment,52.34
user_005448,treatment,88.9
user_005449,treatment,90.89
user_005450,treatment,100.17
user_005451,treatment,82.48
user_005452,treatment,74.09
user_005453,treatment,87.64
user_005454,treatment,87.82
user_005455,treatment,97.68
user_005456,treatment,76.64
user_005457,treatment,75.13
user_005458,treatment,68.26
user_005459,treatment,83.92
user_005460,treatment,57.85
user_005461,treatment,86.9
user_005462,treatment,84.55
user_005463,treatment,84.51
user_005464,treatment,78.93
user_005465,treatment,96.36
user_005466,treatment,88.1
user_005467,treatment,69.61
user_005468,treatment,69.84
user_005469,treatment,66.2
user_005470,treatment,84.09
user_005471,treatment,64.7
user_005472,treatment,90.74
user_005473,treatment,93.74
user_005474,treatment,66.21
user_005475,treatment,74.88
user_005476,treatment,77.41
user_005477,treatment,88.25
user_005478,treatment,97.32
user_005479,treatment,56.13
user_005480,treatment,73.22
user_005481,treatment,73.87
user_005482,treatment,59.69
user_005483,treatment,71.14
user_005484,treatment,82.55
user_005485,treatment,73.72
user_005486,treatment,57.89
user_005487,treatment,113.13
user_005488,treatment,80.53
user_005489,treatment,78.6
user_005490,treatment,63.48
user_005491,treatment,80.46
user_005492,treatment,75.15
user_005493,treatment,53.59
user_005494,treatment,63.82
user_005495,treatment,87.14
user_005496,treatment,101.5
user_005497,treatment,81.79
user_005498,treatment,90.99
user_005499,treatment,75.25
user_005500,treatment,76.12
user_005501,treatment,90.84
user_005502,treatment,97.98
user_005503,treatment,93.46
user_005504,treatment,63.87
user_005505,treatment,76.36
user_005506,treatment,80.67
user_005507,treatment,73.95
user_005508,treatment,82.05
user_005509,treatment,87.46
user_005510,treatment,89.74
user_005511,treatment,98.27
user_005512,treatment,73.08
user_005513,treatment,60.15
user_005514,treatment,81.68
user_005515,treatment,100.75
user_005516,treatment,71.24
user_005517,treatment,85.79
user_005518,treatment,85.9
user_005519,treatment,79.59
user_005520,treatment,77.29
user_005521,treatment,65.66
user_005522,treatment,48.68
user_005523,treatment,63.3
user_005524,treatment,72.32
user_005525,treatment,90.92
user_005526,treatment,75.91
user_005527,treatment,70.71
user_005528,treatment,66.06
user_005529,treatment,85.41
user_005530,treatment,94.18
user_005531,treatment,90.49
user_005532,treatment,84.78
user_005533,treatment,58.75
user_005534,treatment,72.8
user_005535,treatment,101.54
user_005536,treatment,91.22
user_005537,treatment,57.98
user_005538,treatment,76.51
user_005539,treatment,81.74
user_005540,treatment,67.67
user_005541,treatment,48.33
user_005542,treatment,78.44
user_005543,treatment,67.35
user_005544,treatment,67.4
user_005545,treatment,72.77
user_005546,treatment,75.53
user_005547,treatment,77.09
user_005548,treatment,66.15
user_005549,treatment,74.45
user_005550,treatment,55.23
user_005551,treatment,81.09
user_005552,treatment,41.5
user_005553,treatment,73.58
user_005554,treatment,88.69
user_005555,treatment,63.96
user_005556,treatment,86.16
user_005557,treatment,91.65
user_005558,treatment,35.85
user_005559,treatment,75.31
user_005560,treatment,41.25
user_005561,treatment,75.72
user_005562,treatment,77.11
user_005563,treatment,46.17
user_005564,treatment,101.26
user_005565,treatment,80.78
user_005566,treatment,66.59
user_005567,treatment,95.52
user_005568,treatment,54.75
user_005569,treatment,61.84
user_005570,treatment,48.46
user_005571,treatment,99.71
user_005572,treatment,81.35
user_005573,treatment,85.44
user_005574,treatment,80.96
user_005575,treatment,84.37
user_005576,treatment,78.18
user_005577,treatment,80.59
user_005578,treatment,78.55
user_005579,treatment,69.59
user_005580,treatment,76.62
user_005581,treatment,80.62
user_005582,treatment,78.58
user_005583,treatment,58.73
user_005584,treatment,60.39
user_005585,treatment,90.74
user_005586,treatment,73.36
user_005587,treatment,84.51
user_005588,treatment,63.55
user_005589,treatment,58.79
user_005590,treatment,66.66
user_005591,treatment,74.42
user_005592,treatment,68.89
user_005593,treatment,93.37
user_005594,treatment,79.44
user_005595,treatment,100.31
user_005596,treatment,82.26
user_005597,treatment,47.04
user_005598,treatment,90.4
user_005599,treatment,58.33
user_005600,treatment,80.08
user_005601,treatment,67.52
user_005602,treatment,103.98
user_005603,treatment,95.19
user_005604,treatment,67.93
user_005605,treatment,75.61
user_005606,treatment,80.26
user_005607,treatment,87.99
user_005608,treatment,77.56
user_005609,treatment,64.39
user_005610,treatment,68.23
user_005611,treatment,77.14
user_005612,treatment,92.63
user_005613,treatment,82.55
user_005614,treatment,67.53
user_005615,treatment,85.3
user_005616,treatment,72.36
user_005617,treatment,88.33
user_005618,treatment,108.79
user_005619,treatment,72.71
user_005620,treatment,87.22
user_005621,treatment,67.88
user_005622,treatment,75.8
user_005623,treatment,77.57
user_005624,treatment,74.78
user_005625,treatment,107.99
user_005626,treatment,73.37
user_005627,treatment,84.54
user_005628,treatment,53.07
user_005629,treatment,82.6
user_005630,treatment,91.48
user_005631,treatment,70.61
user_005632,treatment,45.82
user_005633,treatment,76.72
user_005634,treatment,77.41
user_005635,treatment,86.25
user_005636,treatment,102.34
user_005637,treatment,72.45
user_005638,treatment,66.5
user_005639,treatment,62.61
user_005640,treatment,79.68
user_005641,treatment,83.19
user_005642,treatment,70.38
user_005643,treatment,86.93
user_005644,treatment,83.02
user_005645,treatment,77.74
user_005646,treatment,65.92
user_005647,treatment,71.18
user_005648,treatment,46.83
user_005649,treatment,80.15
user_005650,treatment,77.53
user_005651,treatment,79.56
user_005652,treatment,83.5
user_005653,treatment,82.02
user_005654,treatment,75.82
user_005655,treatment,77.81
user_005656,treatment,59.65
user_005657,treatment,69.9
user_005658,treatment,77.83
user_005659,treatment,68.0
user_005660,treatment,87.95
user_005661,treatment,68.97
user_005662,treatment,79.9
user_005663,treatment,78.66
user_005664,treatment,86.53
user_005665,treatment,88.46
user_005666,treatment,85.88
user_005667,treatment,50.87
user_005668,treatment,92.13
user_005669,treatment,96.29
user_005670,treatment,71.17
user_005671,treatment,80.16
user_005672,treatment,66.06
user_005673,treatment,52.85
user_005674,treatment,67.97
user_005675,treatment,70.45
user_005676,treatment,72.76
user_005677,treatment,65.21
user_005678,treatment,68.03
user_005679,treatment,77.06
user_005680,treatment,67.57
user_005681,treatment,83.99
user_005682,treatment,85.72
user_005683,treatment,106.95
user_005684,treatment,91.27
user_005685,treatment,80.24
user_005686,treatment,69.45
user_005687,treatment,80.87
user_005688,treatment,81.28
user_005689,treatment,70.78
user_005690,treatment,87.0
user_005691,treatment,59.72
user_005692,treatment,74.15
user_005693,treatment,84.15
user_005694,treatment,73.61
user_005695,treatment,74.62
user_005696,treatment,75.48
user_005697,treatment,66.75
user_005698,treatment,91.87
user_005699,treatment,64.47
user_005700,treatment,81.18
user_005701,treatment,82.37
user_005702,treatment,65.34
user_005703,treatment,78.11
user_005704,treatment,65.83
user_005705,treatment,94.59
user_005706,treatment,62.97
user_005707,treatment,69.03
user_005708,treatment,61.9
user_005709,treatment,60.23
user_005710,treatment,97.09
user_005711,treatment,83.98
user_005712,treatment,78.95
user_005713,treatment,68.99
user_005714,treatment,88.55
user_005715,treatment,66.9
user_005716,treatment,87.12
user_005717,treatment,66.29
user_005718,treatment,69.14
user_005719,treatment,86.68
user_005720,treatment,88.0
user_005721,treatment,84.67
user_005722,treatment,64.08
user_005723,treatment,71.62
user_005724,treatment,79.16
user_005725,treatment,66.58
user_005726,treatment,94.34
user_005727,treatment,47.18
user_005728,treatment,67.47
user_005729,treatment,70.83
user_005730,treatment,41.65
user_005731,treatment,59.75
user_005732,treatment,85.02
user_005733,treatment,77.58
user_005734,treatment,96.86
user_005735,treatment,96.52
user_005736,treatment,82.61
user_005737,treatment,81.12
user_005738,treatment,78.02
user_005739,treatment,44.01
user_005740,treatment,59.77
user_005741,treatment,78.46
user_005742,treatment,84.9
user_005743,treatment,80.82
user_005744,treatment,66.04
user_005745,treatment,88.92
user_005746,treatment,95.73
user_005747,treatment,88.92
user_005748,treatment,89.57
user_005749,treatment,70.21
user_005750,treatment,90.65
user_005751,treatment,79.02
user_005752,treatment,83.59
user_005753,treatment,81.77
user_005754,treatment,75.68
user_005755,treatment,66.45
user_005756,treatment,76.17
user_005757,treatment,89.53
user_005758,treatment,71.68
user_005759,treatment,88.37
user_005760,treatment,86.41
user_005761,treatment,73.46
user_005762,treatment,94.56
user_005763,treatment,72.76
user_005764,treatment,96.07
user_005765,treatment,82.63
user_005766,treatment,77.0
user_005767,treatment,66.1
user_005768,treatment,76.1
user_005769,treatment,74.65
user_005770,treatment,61.47
user_005771,treatment,74.48
user_005772,treatment,67.15
user_005773,treatment,84.52
user_005774,treatment,93.53
user_005775,treatment,61.86
user_005776,treatment,98.6
user_005777,treatment,75.59
user_005778,treatment,65.01
user_005779,treatment,86.67
user_005780,treatment,71.62
user_005781,treatment,76.18
user_005782,treatment,72.15
user_005783,treatment,66.99
user_005784,treatment,86.25
user_005785,treatment,73.62
user_005786,treatment,59.24
user_005787,treatment,84.09
user_005788,treatment,62.13
user_005789,treatment,62.78
user_005790,treatment,92.11
user_005791,treatment,62.25
user_005792,treatment,48.24
user_005793,treatment,84.99
user_005794,treatment,73.4
user_005795,treatment,74.48
user_005796,treatment,73.27
user_005797,treatment,80.1
user_005798,treatment,67.79
user_005799,treatment,95.65
user_005800,treatment,58.75
user_005801,treatment,82.76
user_005802,treatment,85.23
user_005803,treatment,67.7
user_005804,treatment,64.4
user_005805,treatment,89.91
user_005806,treatment,64.81
user_005807,treatment,69.62
user_005808,treatment,88.29
user_005809,treatment,77.63
user_005810,treatment,54.74
user_005811,treatment,99.04
user_005812,treatment,70.57
user_005813,treatment,72.17
user_005814,treatment,80.4
user_005815,treatment,85.01
user_005816,treatment,101.71
user_005817,treatment,56.45
user_005818,treatment,87.52
user_005819,treatment,86.49
user_005820,treatment,75.49
user_005821,treatment,87.04
user_005822,treatment,88.88
user_005823,treatment,59.93
user_005824,treatment,99.07
user_005825,treatment,57.72
user_005826,treatment,63.01
user_005827,treatment,73.93
user_005828,treatment,101.26
user_005829,treatment,73.35
user_005830,treatment,76.8
